Index,Nome do Repositório,URL,Total de Estrelas,Data de Criação,Total de PRs
36,awesome-go,https://github.com/avelino/awesome-go,130540,2014-07-06T13:42:15Z,4542
37,next.js,https://github.com/vercel/next.js,125755,2016-10-05T23:32:51Z,23908
38,fucking-algorithm,https://github.com/labuladong/fucking-algorithm,125409,2020-02-19T09:01:23Z,463
39,go,https://github.com/golang/go,123493,2014-08-19T04:33:40Z,3725
40,30-seconds-of-code,https://github.com/Chalarangelo/30-seconds-of-code,121472,2017-11-29T17:35:03Z,1614
41,react-native,https://github.com/facebook/react-native,118701,2015-01-09T18:10:16Z,18727
42,tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,117974,2016-07-05T05:00:48Z,538
43,electron,https://github.com/electron/electron,113934,2013-04-12T01:47:36Z,23196
44,awesome-chatgpt-prompts,https://github.com/f/awesome-chatgpt-prompts,111641,2022-12-05T13:54:13Z,302
45,free-programming-books-zh_CN,https://github.com/justjavac/free-programming-books-zh_CN,111463,2013-11-04T01:59:19Z,434
46,PowerToys,https://github.com/microsoft/PowerToys,110477,2019-05-01T17:44:02Z,5476
47,kubernetes,https://github.com/kubernetes/kubernetes,110449,2014-06-06T22:56:04Z,80846
48,scrcpy,https://github.com/Genymobile/scrcpy,110327,2017-11-21T18:00:27Z,423
49,d3,https://github.com/d3/d3,108639,2010-09-27T17:22:42Z,1176
50,node,https://github.com/nodejs/node,107184,2014-11-26T19:57:11Z,34491
51,axios,https://github.com/axios/axios,105462,2014-08-18T22:30:27Z,1537
52,create-react-app,https://github.com/facebook/create-react-app,102666,2016-07-17T14:55:11Z,3805
53,three.js,https://github.com/mrdoob/three.js,102207,2010-03-23T18:58:01Z,16728
54,TypeScript,https://github.com/microsoft/TypeScript,100650,2014-06-17T15:28:39Z,17690
55,nodebestpractices,https://github.com/goldbergyoni/nodebestpractices,99661,2017-09-15T08:33:19Z,921
56,rust,https://github.com/rust-lang/rust,97674,2010-06-16T20:39:03Z,75855
57,hello-algo,https://github.com/krahets/hello-algo,96702,2022-11-04T11:08:34Z,1057
58,angular,https://github.com/angular/angular,96004,2014-09-18T16:12:01Z,28274
59,deno,https://github.com/denoland/deno,95684,2018-05-15T01:34:26Z,13891
60,terminal,https://github.com/microsoft/terminal,95282,2017-08-11T18:38:22Z,4407
61,material-ui,https://github.com/mui/material-ui,93615,2014-08-18T19:11:54Z,23249
62,langchain,https://github.com/langchain-ai/langchain,93475,2022-10-17T02:58:36Z,15179
63,ollama,https://github.com/ollama/ollama,93264,2023-06-26T19:39:32Z,2137
64,ant-design,https://github.com/ant-design/ant-design,92146,2015-04-24T15:37:24Z,18181
65,clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,91493,2016-11-25T22:25:41Z,252
66,godot,https://github.com/godotengine/godot,90162,2014-01-04T16:05:36Z,41214
67,java-design-patterns,https://github.com/iluwatar/java-design-patterns,89650,2014-08-09T16:45:18Z,2073
68,free-for-dev,https://github.com/ripienaar/free-for-dev,89197,2015-03-18T21:06:26Z,3375
69,puppeteer,https://github.com/puppeteer/puppeteer,88478,2017-05-09T22:16:13Z,6082
70,vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,87733,2017-04-17T03:35:49Z,476
71,papers-we-love,https://github.com/papers-we-love/papers-we-love,87465,2013-12-15T14:31:41Z,516
72,frp,https://github.com/fatedier/frp,85324,2015-12-21T15:24:59Z,897
73,iptv,https://github.com/iptv-org/iptv,85293,2018-11-14T22:00:57Z,7116
74,thefuck,https://github.com/nvbn/thefuck,85051,2015-04-08T15:08:04Z,610
75,yt-dlp,https://github.com/yt-dlp/yt-dlp,84817,2020-10-26T04:22:55Z,2853
76,storybook,https://github.com/storybookjs/storybook,84214,2016-03-18T04:23:44Z,12721
77,Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,83873,2016-03-30T15:47:10Z,108
78,tauri,https://github.com/tauri-apps/tauri,83383,2019-07-13T09:09:37Z,4951
79,Web-Dev-For-Beginners,https://github.com/microsoft/Web-Dev-For-Beginners,83270,2020-11-10T02:44:00Z,811
80,every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,83061,2017-08-24T13:18:26Z,144
81,pytorch,https://github.com/pytorch/pytorch,82945,2016-08-13T05:26:41Z,90850
82,excalidraw,https://github.com/excalidraw/excalidraw,82774,2020-01-02T01:04:43Z,4344
83,neovim,https://github.com/neovim/neovim,82514,2014-01-31T13:39:22Z,18179
84,tailwindcss,https://github.com/tailwindlabs/tailwindcss,82478,2017-10-06T14:59:14Z,2890
85,animate.css,https://github.com/animate-css/animate.css,80681,2011-10-12T10:07:38Z,887
86,realworld,https://github.com/gothinkster/realworld,80425,2016-02-26T20:49:53Z,835
87,app-ideas,https://github.com/florinpop17/app-ideas,79843,2019-02-25T18:36:56Z,338
88,django,https://github.com/django/django,79622,2012-04-28T02:47:18Z,18356
89,nvm,https://github.com/nvm-sh/nvm,79520,2010-04-15T17:47:47Z,1017
90,bitcoin,https://github.com/bitcoin/bitcoin,78857,2010-12-19T15:16:43Z,21111
91,svelte,https://github.com/sveltejs/svelte,78760,2016-11-20T18:13:05Z,5897
92,opencv,https://github.com/opencv/opencv,78516,2012-07-19T09:40:17Z,15206
93,laravel,https://github.com/laravel/laravel,78491,2011-06-08T03:06:08Z,4807
94,gin,https://github.com/gin-gonic/gin,78401,2014-06-16T23:57:25Z,1608
95,mall,https://github.com/macrozheng/mall,77615,2018-04-04T01:11:44Z,117
96,models,https://github.com/tensorflow/models,77004,2016-02-05T01:15:20Z,3643
97,FiraCode,https://github.com/tonsky/FiraCode,77002,2014-11-11T19:32:38Z,184
98,fastapi,https://github.com/fastapi/fastapi,76542,2018-12-08T08:21:47Z,3379
99,advanced-java,https://github.com/doocs/advanced-java,75850,2018-10-06T11:38:30Z,126
100,awesome-mac,https://github.com/jaywcjlove/awesome-mac,75734,2016-07-17T15:33:47Z,1005
101,ChatGPT-Next-Web,https://github.com/ChatGPTNextWeb/ChatGPT-Next-Web,75683,2023-03-10T18:27:54Z,2130
102,hugo,https://github.com/gohugoio/hugo,75289,2013-07-04T15:26:26Z,5330
103,spring-boot,https://github.com/spring-projects/spring-boot,74873,2012-10-19T15:02:57Z,6417
104,rustdesk,https://github.com/rustdesk/rustdesk,74128,2020-09-28T15:36:08Z,3478
105,bun,https://github.com/oven-sh/bun,73740,2021-04-14T00:48:17Z,4725
106,Font-Awesome,https://github.com/FortAwesome/Font-Awesome,73609,2012-02-17T14:19:43Z,669
107,json-server,https://github.com/typicode/json-server,72750,2013-11-27T13:21:13Z,316
108,supabase,https://github.com/supabase/supabase,72616,2019-10-12T05:56:49Z,11638
109,core,https://github.com/home-assistant/core,72518,2013-09-17T07:29:48Z,74333
110,awesome-vue,https://github.com/vuejs/awesome-vue,72030,2015-10-20T00:16:14Z,3890
111,ui,https://github.com/shadcn-ui/ui,71709,2023-01-04T12:43:27Z,838
112,netdata,https://github.com/netdata/netdata,71471,2013-06-17T18:39:10Z,10279
113,mermaid,https://github.com/mermaid-js/mermaid,71417,2014-11-01T23:52:32Z,2581
114,awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,70932,2015-11-28T09:48:17Z,209
115,gpt4all,https://github.com/nomic-ai/gpt4all,69992,2023-03-27T18:49:32Z,1000
116,elasticsearch,https://github.com/elastic/elasticsearch,69859,2010-02-08T13:20:56Z,77076
117,whisper,https://github.com/openai/whisper,69448,2022-09-16T20:02:54Z,180
118,ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,69432,2021-03-03T01:34:05Z,497
119,github-readme-stats,https://github.com/anuraghazra/github-readme-stats,68892,2020-07-09T10:34:22Z,2159
120,Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,68819,2017-10-16T10:12:36Z,301
121,moby,https://github.com/moby/moby,68607,2013-01-18T18:10:57Z,24976
122,awesome-for-beginners,https://github.com/MunGell/awesome-for-beginners,68368,2015-10-24T19:53:36Z,1153
123,node,https://github.com/base-org/node,68181,2023-02-01T13:55:02Z,153
124,v2rayN,https://github.com/2dust/v2rayN,68146,2019-07-30T03:47:24Z,296
125,code-server,https://github.com/coder/code-server,68029,2019-02-27T16:50:41Z,1886
126,vite,https://github.com/vitejs/vite,67897,2020-04-21T05:03:57Z,6006
127,flask,https://github.com/pallets/flask,67828,2010-04-06T11:11:59Z,2580
128,reveal.js,https://github.com/hakimel/reveal.js,67726,2011-06-07T18:54:22Z,982
129,swift,https://github.com/swiftlang/swift,67471,2015-10-23T21:15:07Z,56704
130,nest,https://github.com/nestjs/nest,67253,2017-02-04T20:12:52Z,8240
131,manim,https://github.com/3b1b/manim,67180,2015-03-22T18:50:58Z,817
132,cs-video-courses,https://github.com/Developer-Y/cs-video-courses,66945,2016-10-21T17:02:11Z,199
133,HowToCook,https://github.com/Anduin2017/HowToCook,66846,2020-02-29T10:43:49Z,679
134,redis,https://github.com/redis/redis,66657,2009-03-21T22:32:25Z,6241
135,devops-exercises,https://github.com/bregman-arie/devops-exercises,66267,2019-10-03T17:31:21Z,368
136,playwright,https://github.com/microsoft/playwright,66267,2019-11-15T18:32:42Z,15169
137,llama.cpp,https://github.com/ggerganov/llama.cpp,66255,2023-03-10T18:58:00Z,4066
138,awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,65685,2014-07-15T19:11:19Z,897
139,protobuf,https://github.com/protocolbuffers/protobuf,65447,2014-08-26T15:52:15Z,12169
140,express,https://github.com/expressjs/express,65382,2009-06-26T18:56:01Z,1533
141,awesome-react,https://github.com/enaqx/awesome-react,65067,2014-08-06T05:31:44Z,1298
142,gpt_academic,https://github.com/binary-husky/gpt_academic,64791,2023-03-20T09:05:13Z,292
143,webpack,https://github.com/webpack/webpack,64629,2012-03-10T10:08:14Z,6897
144,Chart.js,https://github.com/chartjs/Chart.js,64568,2013-03-17T23:56:36Z,3795
145,fzf,https://github.com/junegunn/fzf,64537,2013-10-23T16:04:23Z,881
146,syncthing,https://github.com/syncthing/syncthing,64537,2013-11-26T09:48:21Z,4170
147,grafana,https://github.com/grafana/grafana,64378,2013-12-11T15:59:56Z,54108
148,hoppscotch,https://github.com/hoppscotch/hoppscotch,64371,2019-08-21T13:15:24Z,2401
149,generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,64154,2023-06-19T16:28:59Z,378
150,33-js-concepts,https://github.com/leonardomso/33-js-concepts,63482,2018-09-04T13:27:04Z,393
151,strapi,https://github.com/strapi/strapi,63329,2015-09-30T15:34:48Z,10711
152,cpython,https://github.com/python/cpython,62970,2017-02-10T19:23:51Z,53505
153,sway,https://github.com/FuelLabs/sway,62651,2021-01-19T20:54:33Z,3502
154,ansible,https://github.com/ansible/ansible,62610,2012-03-06T14:58:02Z,50961
155,javascript-questions,https://github.com/lydiahallie/javascript-questions,62609,2019-06-12T08:26:27Z,512
156,d2l-zh,https://github.com/d2l-ai/d2l-zh,62575,2017-08-23T04:40:24Z,1256
157,superset,https://github.com/apache/superset,62249,2015-07-21T18:55:34Z,16578
158,Ventoy,https://github.com/ventoy/Ventoy,62231,2020-03-10T15:19:19Z,417
159,the-algorithm,https://github.com/twitter/the-algorithm,62172,2023-03-27T14:57:57Z,344
160,resume.github.com,https://github.com/resume/resume.github.com,61932,2011-02-06T13:39:55Z,172
161,keras,https://github.com/keras-team/keras,61864,2015-03-28T00:35:42Z,7471
162,tesseract,https://github.com/tesseract-ocr/tesseract,61655,2014-08-12T18:04:59Z,1613
163,Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,61387,2017-03-05T20:25:17Z,907
164,socket.io,https://github.com/socketio/socket.io,61030,2010-03-11T18:24:48Z,855
165,redux,https://github.com/reduxjs/redux,60856,2015-05-29T23:53:15Z,2548
166,PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,60679,2016-10-18T07:29:07Z,633
167,nocode,https://github.com/kelseyhightower/nocode,60559,2018-02-06T23:54:00Z,166
168,awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,60492,2014-11-20T06:20:50Z,282
169,imgui,https://github.com/ocornut/imgui,60488,2014-07-21T14:29:47Z,1233
170,echarts,https://github.com/apache/echarts,60367,2013-04-03T03:18:59Z,1751
171,gpt4free,https://github.com/xtekky/gpt4free,60322,2023-03-29T17:00:43Z,723
172,atom,https://github.com/atom/atom,60187,2012-01-20T18:18:21Z,5249
173,scikit-learn,https://github.com/scikit-learn/scikit-learn,59764,2010-08-17T09:43:38Z,17306
174,lodash,https://github.com/lodash/lodash,59737,2012-04-07T04:11:46Z,1383
175,obs-studio,https://github.com/obsproject/obs-studio,59713,2013-10-01T02:40:31Z,6626
176,Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,59621,2012-02-09T23:34:10Z,701
177,Java,https://github.com/TheAlgorithms/Java,59597,2016-07-16T10:21:02Z,4415
178,sherlock,https://github.com/sherlock-project/sherlock,59531,2018-12-24T14:30:48Z,1002
179,awesome-cpp,https://github.com/fffaraz/awesome-cpp,59284,2014-07-17T08:51:11Z,890
180,jquery,https://github.com/jquery/jquery,59187,2009-04-03T15:20:14Z,3025
181,openai-cookbook,https://github.com/openai/openai-cookbook,59119,2022-03-11T02:08:53Z,842
182,angular.js,https://github.com/angular/angular.js,58825,2010-01-06T00:34:37Z,7923
183,tabby,https://github.com/Eugeny/tabby,58814,2016-12-23T09:06:10Z,3913
184,design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,58588,2020-05-06T14:40:35Z,1340
185,shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,58381,2013-01-14T07:54:16Z,481
186,awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,58182,2014-07-11T13:35:34Z,1107
187,fuel-core,https://github.com/FuelLabs/fuel-core,58023,2020-08-27T21:12:14Z,1396
188,caddy,https://github.com/caddyserver/caddy,57717,2015-01-13T19:45:03Z,2393
189,Apollo-11,https://github.com/chrislgarry/Apollo-11,57627,2014-04-03T15:45:02Z,438
190,SecLists,https://github.com/danielmiessler/SecLists,57476,2012-02-19T01:30:18Z,767
191,uptime-kuma,https://github.com/louislam/uptime-kuma,57210,2021-07-03T01:02:42Z,1498
192,awesome-courses,https://github.com/prakhar1989/awesome-courses,56938,2014-11-15T18:36:49Z,251
193,AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,56841,2021-06-16T12:56:48Z,3484
194,cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,56690,2021-10-20T13:43:42Z,292
195,html5-boilerplate,https://github.com/h5bp/html5-boilerplate,56475,2010-01-24T18:03:24Z,1732
196,spring-framework,https://github.com/spring-projects/spring-framework,56397,2010-12-08T04:04:45Z,4922
197,docusaurus,https://github.com/facebook/docusaurus,56148,2017-06-20T16:13:53Z,6099
198,alacritty,https://github.com/alacritty/alacritty,56028,2016-02-18T05:02:30Z,2343
199,llama,https://github.com/meta-llama/llama,56002,2023-02-14T09:29:12Z,144
