Index,Título do PR,URL,Data de Criação,Data de Fechamento,Total de Revisões,Decisão da Revisão,Total de Adições,Total de Remoções,Total de Arquivos Alterados,Comprimento da Descrição,Tempo de Análise (horas),Total de Comentários,Total de Participantes
4,prompt templating,https://github.com/langchain-ai/langchain/pull/41,2022-10-28T16:02:40Z,2022-10-30T16:45:28Z,3,MERGED,65,21,3,0,48.71333333333333,6,2
5,add developer guide,https://github.com/langchain-ai/langchain/pull/44,2022-10-31T01:21:57Z,2022-10-31T05:48:52Z,1,MERGED,25,0,1,63,4.448611111111111,0,2
6,FAISS and embedding support ,https://github.com/langchain-ai/langchain/pull/48,2022-11-01T04:33:38Z,2022-11-02T04:29:40Z,2,MERGED,427,5,19,46,23.933888888888887,5,2
7,DynamicPrompt class creation,https://github.com/langchain-ai/langchain/pull/49,2022-11-01T04:58:32Z,2022-11-05T19:43:22Z,6,MERGED,219,2,3,115,110.74722222222222,2,2
8,Add BasePrompt as abstract base class,https://github.com/langchain-ai/langchain/pull/60,2022-11-03T21:47:38Z,2022-11-04T15:42:45Z,1,MERGED,32,6,4,0,17.91861111111111,0,2
1,refactor,https://github.com/ollama/ollama/pull/1,2023-06-27T19:29:54Z,2023-06-27T20:49:08Z,3,MERGED,196,216,7,0,1.3205555555555555,0,2
2,use poetry,https://github.com/ollama/ollama/pull/3,2023-06-27T21:44:37Z,2023-06-28T14:36:35Z,1,MERGED,1363,22,7,282,16.86611111111111,0,3
3,add prompt templates as j2 templates,https://github.com/ollama/ollama/pull/7,2023-06-27T22:50:30Z,2023-06-28T14:37:03Z,1,MERGED,196,440,16,147,15.775833333333333,0,3
4,add with symlink,https://github.com/ollama/ollama/pull/10,2023-06-28T16:26:42Z,2023-06-30T18:54:22Z,2,MERGED,4,2,1,0,50.46111111111111,1,2
5,batch model,https://github.com/ollama/ollama/pull/15,2023-06-28T21:34:34Z,2023-06-29T00:10:39Z,1,MERGED,22,13,2,141,2.6013888888888888,0,2
6,update python version,https://github.com/ollama/ollama/pull/16,2023-06-28T21:46:35Z,2023-06-29T00:12:03Z,1,MERGED,166,356,3,49,2.4244444444444446,1,2
7,use ctransformers as backup to llama.cpp,https://github.com/ollama/ollama/pull/17,2023-06-29T00:26:07Z,2023-06-30T18:46:14Z,4,MERGED,823,74,12,0,42.335277777777776,0,3
8,use difflib.get_close_matches,https://github.com/ollama/ollama/pull/20,2023-06-29T16:43:57Z,2023-06-30T18:54:07Z,1,MERGED,3,13,1,26,26.169444444444444,0,2
9,just in time install llama-cpp-python,https://github.com/ollama/ollama/pull/32,2023-07-01T00:04:44Z,2023-07-06T16:30:31Z,1,MERGED,33,7,5,0,136.4297222222222,0,2
10,upgrade fuzzy search library,https://github.com/ollama/ollama/pull/37,2023-07-05T18:16:14Z,2023-07-05T19:16:19Z,3,MERGED,28,31,4,144,1.0013888888888889,1,2
11,Go run,https://github.com/ollama/ollama/pull/49,2023-07-06T23:03:39Z,2023-07-07T00:18:58Z,1,MERGED,235,187,7,0,1.2552777777777777,1,2
12,pass model and predict options,https://github.com/ollama/ollama/pull/52,2023-07-07T00:12:59Z,2023-07-07T17:59:11Z,3,MERGED,151,16,3,0,17.77,1,3
13,"if directory cannot be resolved, do not fail",https://github.com/ollama/ollama/pull/56,2023-07-07T19:28:14Z,2023-07-08T03:18:25Z,5,MERGED,36,1,3,22,7.836388888888889,1,3
14,take all args as one prompt,https://github.com/ollama/ollama/pull/57,2023-07-07T20:16:27Z,2023-07-10T10:05:09Z,1,MERGED,11,12,2,570,61.81166666666667,3,3
15,return error in generate response,https://github.com/ollama/ollama/pull/58,2023-07-07T21:27:14Z,2023-07-10T21:03:47Z,2,MERGED,38,7,4,0,71.60916666666667,1,3
16,llama: replace bindings with `llama_*` calls,https://github.com/ollama/ollama/pull/62,2023-07-10T02:44:43Z,2023-07-10T22:51:37Z,2,MERGED,101,983,10,415,20.115,2,2
17,Do not seg fault on client disconnect,https://github.com/ollama/ollama/pull/64,2023-07-10T11:46:30Z,2023-07-10T15:00:45Z,1,MERGED,30,14,2,103,3.2375,0,2
18,call llama.cpp directly from go,https://github.com/ollama/ollama/pull/65,2023-07-10T20:36:56Z,2023-07-11T19:01:03Z,10,MERGED,35552,1292,29,0,22.401944444444446,2,3
19,embeddings endpoint,https://github.com/ollama/ollama/pull/66,2023-07-11T16:39:48Z,2023-08-10T15:49:55Z,11,MERGED,85,31,2,0,719.1686111111111,6,4
20,app: write logs to ~/.ollama/logs,https://github.com/ollama/ollama/pull/67,2023-07-11T17:42:13Z,2023-07-11T18:45:21Z,2,MERGED,261,24,3,0,1.0522222222222222,0,2
21,Use embeddings to give the chat client session memory,https://github.com/ollama/ollama/pull/69,2023-07-11T20:53:44Z,2023-07-20T18:04:37Z,1,MERGED,174,9,7,316,213.18138888888888,1,1
22,offline fixes,https://github.com/ollama/ollama/pull/70,2023-07-11T20:57:54Z,2023-07-11T22:50:19Z,3,MERGED,143,144,6,621,1.8736111111111111,0,2
23,error checking new model,https://github.com/ollama/ollama/pull/71,2023-07-12T00:09:31Z,2023-07-12T16:20:33Z,1,MERGED,7,0,1,51,16.183888888888887,0,2
24,fix eof error in generate,https://github.com/ollama/ollama/pull/73,2023-07-12T16:36:33Z,2023-07-12T18:09:23Z,1,MERGED,16,20,4,21,1.5472222222222223,0,1
25,Timings,https://github.com/ollama/ollama/pull/74,2023-07-13T01:20:54Z,2023-07-13T17:17:14Z,1,MERGED,117,32,4,0,15.938888888888888,0,2
26,continue conversation,https://github.com/ollama/ollama/pull/77,2023-07-13T18:30:47Z,2023-07-14T21:57:42Z,1,MERGED,47,10,11,32,27.448611111111113,0,2
27,basic distribution w/ push/pull,https://github.com/ollama/ollama/pull/78,2023-07-14T00:19:28Z,2023-07-17T00:02:22Z,1,MERGED,1154,214,7,751,71.715,0,2
1,Number of arguments section.,https://github.com/ryanmcdermott/clean-code-javascript/pull/12,2017-01-04T22:26:03Z,2017-01-10T03:29:22Z,2,MERGED,1,1,1,273,125.05527777777777,5,5
2,Rephrase default value advice,https://github.com/ryanmcdermott/clean-code-javascript/pull/34,2017-01-06T04:16:49Z,2017-01-11T03:23:09Z,1,MERGED,7,28,1,543,119.10555555555555,4,2
3,Use destructuring for explanatory variables,https://github.com/ryanmcdermott/clean-code-javascript/pull/37,2017-01-06T08:52:10Z,2017-01-11T03:29:28Z,2,MERGED,6,6,1,154,114.62166666666667,5,4
4,Feature/change var,https://github.com/ryanmcdermott/clean-code-javascript/pull/38,2017-01-06T12:02:18Z,2017-01-08T16:58:10Z,3,MERGED,70,70,1,108,52.931111111111115,1,4
5,Add: Error Handling Section,https://github.com/ryanmcdermott/clean-code-javascript/pull/43,2017-01-06T16:42:18Z,2017-01-07T03:13:30Z,4,MERGED,78,4,1,0,10.52,3,2
6,Change var and let where necessary,https://github.com/ryanmcdermott/clean-code-javascript/pull/51,2017-01-06T22:02:49Z,2017-01-08T16:42:27Z,3,MERGED,109,110,1,64,42.660555555555554,3,3
1,"Add lint package.json lint script, .editorconfig file, fix linting errors",https://github.com/puppeteer/puppeteer/pull/17,2017-06-19T21:43:22Z,2017-06-19T22:58:31Z,2,MERGED,14,4,3,16,1.2525,1,2
2,WIP: use chrome-launcher for handling the browser.,https://github.com/puppeteer/puppeteer/pull/23,2017-06-19T23:50:38Z,2017-07-11T23:43:43Z,4,MERGED,897,88,3,159,527.8847222222222,4,4
3,Make InPageCallback async,https://github.com/puppeteer/puppeteer/pull/24,2017-06-20T01:04:02Z,2017-06-20T21:54:54Z,1,MERGED,59,81,6,31,20.84777777777778,2,3
4,Tweaks to readme. API doc link,https://github.com/puppeteer/puppeteer/pull/25,2017-06-20T02:17:49Z,2017-06-20T18:32:21Z,5,MERGED,49,28,1,72,16.24222222222222,0,2
5,Add travis config,https://github.com/puppeteer/puppeteer/pull/29,2017-06-20T22:29:42Z,2017-06-21T00:04:25Z,4,MERGED,606,5,3,314,1.5786111111111112,0,3
6,Extract navigator logic that waits for network idle!,https://github.com/puppeteer/puppeteer/pull/32,2017-06-20T23:58:00Z,2017-06-21T20:44:12Z,4,MERGED,103,11,2,0,20.77,1,2
7,Allow emulating devices,https://github.com/puppeteer/puppeteer/pull/37,2017-06-21T21:33:17Z,2017-07-18T01:57:50Z,1,MERGED,1439,32,3,0,628.4091666666667,1,2
8,fix(Navigator): add better network idle definition,https://github.com/puppeteer/puppeteer/pull/38,2017-06-23T00:53:27Z,2017-06-28T21:39:37Z,16,MERGED,203,28,5,333,140.76944444444445,7,3
9,Basic input,https://github.com/puppeteer/puppeteer/pull/45,2017-06-27T22:50:02Z,2017-06-28T01:27:23Z,7,MERGED,139,0,4,79,2.6225,0,2
10,add navigator test,https://github.com/puppeteer/puppeteer/pull/46,2017-06-28T00:08:16Z,2017-06-28T05:02:46Z,11,MERGED,106,0,4,74,4.908333333333333,0,2
11,Implement documentation linter,https://github.com/puppeteer/puppeteer/pull/47,2017-06-28T02:34:01Z,2017-07-07T16:36:45Z,3,MERGED,1715,61,11,1372,230.04555555555555,10,4
12,$ and $$ for querySelector and querySelectorAll,https://github.com/puppeteer/puppeteer/pull/58,2017-07-07T20:36:04Z,2017-07-12T22:17:05Z,2,MERGED,1428,468,28,0,121.6836111111111,4,9
13,Added frame.waitFor(selector),https://github.com/puppeteer/puppeteer/pull/59,2017-07-07T20:49:37Z,2017-07-07T22:39:03Z,6,MERGED,104,0,4,56,1.823888888888889,0,3
14,Page.uploadFile,https://github.com/puppeteer/puppeteer/pull/61,2017-07-08T00:54:01Z,2017-07-10T18:21:47Z,10,MERGED,75,8,8,3,65.46277777777777,0,3
15,Add tests for all public methods on Page,https://github.com/puppeteer/puppeteer/pull/62,2017-07-08T02:14:27Z,2017-07-10T17:09:59Z,3,MERGED,67,2,3,3,62.925555555555555,0,2
16,Mouse input,https://github.com/puppeteer/puppeteer/pull/69,2017-07-11T00:00:07Z,2017-07-21T21:16:03Z,3,MERGED,177,20,6,70,261.2655555555556,2,3
17,Add use cases and FAQ on Selenium,https://github.com/puppeteer/puppeteer/pull/70,2017-07-11T18:03:31Z,2017-07-11T23:27:46Z,1,MERGED,11,0,1,464,5.404166666666667,0,2
18,Capture native resolution while emulating.,https://github.com/puppeteer/puppeteer/pull/72,2017-07-11T22:38:04Z,2017-07-18T01:13:04Z,2,MERGED,1430,41,9,0,146.58333333333334,0,2
19,Cleanup _frameIdToExecutionContextId properly,https://github.com/puppeteer/puppeteer/pull/73,2017-07-12T00:51:09Z,2017-07-12T04:52:09Z,2,MERGED,2,5,1,0,4.016666666666667,0,2
20,Keyboard,https://github.com/puppeteer/puppeteer/pull/74,2017-07-12T19:27:55Z,2017-07-18T01:49:53Z,18,MERGED,576,38,11,70,126.36611111111111,3,2
21,$ and $$ as shortcuts for querySelector and querySelectorAll,https://github.com/puppeteer/puppeteer/pull/75,2017-07-12T22:23:10Z,2017-07-18T01:56:56Z,17,MERGED,158,9,8,86,123.56277777777778,5,4
22,Addded builtins object,https://github.com/puppeteer/puppeteer/pull/82,2017-07-14T23:55:38Z,2017-08-01T00:32:22Z,3,MERGED,77,25,3,148,408.6122222222222,0,3
23,Introduce waitForNavigation.,https://github.com/puppeteer/puppeteer/pull/94,2017-07-18T19:09:35Z,2017-07-19T01:54:25Z,1,MERGED,74,35,5,0,6.747222222222222,0,2
24,Remove keyboard.type and keyboard.press,https://github.com/puppeteer/puppeteer/pull/98,2017-07-19T22:28:55Z,2017-07-22T03:00:09Z,2,MERGED,31,66,4,43,52.52055555555555,0,2
1,Einstein’s 1905 Paper,https://github.com/papers-we-love/papers-we-love/pull/46,2014-03-10T22:34:51Z,2014-03-19T12:05:43Z,1,MERGED,10,0,2,250,205.51444444444445,17,6
1,Update in.m3u,https://github.com/iptv-org/iptv/pull/2,2019-03-24T18:12:04Z,2019-03-25T05:09:59Z,1,MERGED,2,0,1,0,10.965277777777779,2,2
1,Features from animelover1984/youtube-dl,https://github.com/yt-dlp/yt-dlp/pull/31,2021-01-24T07:35:40Z,2021-01-27T15:02:52Z,8,MERGED,587,72,12,1482,79.45333333333333,6,3
2,[niconico] Improvement niconico douga from another approach. (Support encrypted movies and old server source movies),https://github.com/yt-dlp/yt-dlp/pull/49,2021-02-02T08:50:15Z,2021-02-10T06:45:21Z,32,MERGED,346,176,4,3099,189.91833333333332,13,4
3,Aria2c support for MPEG-DASH and HLS,https://github.com/yt-dlp/yt-dlp/pull/55,2021-02-07T15:18:55Z,2021-02-08T16:46:02Z,13,MERGED,179,35,5,1484,25.451944444444443,4,2
4,Implement self updater,https://github.com/yt-dlp/yt-dlp/pull/64,2021-02-08T20:57:51Z,2021-02-09T12:34:01Z,2,MERGED,34,63,4,1494,15.602777777777778,3,2
5,Allow downloading of unplayable formats,https://github.com/yt-dlp/yt-dlp/pull/70,2021-02-10T17:55:29Z,2021-02-12T03:52:00Z,4,MERGED,106,47,29,1543,33.941944444444445,0,2
6,Fix HLS AES-128 with multiple keys in external downloaders,https://github.com/yt-dlp/yt-dlp/pull/79,2021-02-13T02:27:27Z,2021-02-13T16:15:41Z,1,MERGED,12,5,2,1762,13.803888888888888,0,2
7,Use one project name,https://github.com/yt-dlp/yt-dlp/pull/85,2021-02-14T23:29:02Z,2021-02-24T18:45:56Z,1,MERGED,501,506,927,2337,235.28166666666667,2,1
8,use new POST API for live chat,https://github.com/yt-dlp/yt-dlp/pull/86,2021-02-15T00:35:55Z,2021-02-15T09:57:21Z,12,MERGED,45,38,3,1824,9.357222222222223,2,2
9,[niconico] Support metadata 'channel' and 'channel_id' (fix #77).,https://github.com/yt-dlp/yt-dlp/pull/90,2021-02-16T07:37:14Z,2021-02-16T10:49:38Z,1,MERGED,22,2,1,1628,3.2066666666666666,0,2
10,[Zee5] Add new extractor,https://github.com/yt-dlp/yt-dlp/pull/100,2021-02-20T12:21:06Z,2021-02-22T17:20:43Z,4,MERGED,114,0,2,1830,52.993611111111115,1,2
11,Basic support for HLS media initialization,https://github.com/yt-dlp/yt-dlp/pull/103,2021-02-23T00:03:31Z,2021-02-23T16:00:56Z,1,MERGED,62,32,1,1517,15.956944444444444,0,2
12,Better support HLS media discontinuity and fully support media initialization,https://github.com/yt-dlp/yt-dlp/pull/105,2021-02-24T00:35:55Z,2021-02-24T14:47:53Z,1,MERGED,429,475,13,1595,14.199444444444444,1,2
13,[nebula] Add Nebula (watchnebula.com) extractor,https://github.com/yt-dlp/yt-dlp/pull/122,2021-02-28T22:34:42Z,2021-04-09T11:25:33Z,24,MERGED,207,1,2,2625,948.8475,10,2
14,[YouTube] Use new browse API for continuation page extraction.,https://github.com/yt-dlp/yt-dlp/pull/131,2021-03-03T02:24:55Z,2021-03-03T10:32:41Z,2,MERGED,38,34,1,2209,8.129444444444445,2,4
15,[cbs] Add support for ParamountPlus,https://github.com/yt-dlp/yt-dlp/pull/138,2021-03-04T13:40:30Z,2021-03-04T14:50:07Z,2,MERGED,7,4,1,1495,1.1602777777777777,0,2
16,[MXPlayer] Rewrite Extractor,https://github.com/yt-dlp/yt-dlp/pull/141,2021-03-05T04:16:35Z,2021-03-05T19:41:02Z,7,MERGED,84,60,1,1527,15.4075,0,2
1,add osx security awesome,https://github.com/Hack-with-Github/Awesome-Hacking/pull/6,2017-03-12T21:33:27Z,2017-05-29T12:04:06Z,1,MERGED,1,0,1,48,1862.5108333333333,5,5
2,Add an Awesome Vulnerability Research,https://github.com/Hack-with-Github/Awesome-Hacking/pull/12,2017-07-23T23:27:34Z,2017-07-25T17:36:56Z,1,MERGED,1,0,1,90,42.15611111111111,0,2
3,Added the How2Heap repository to the list of awesome repos,https://github.com/Hack-with-Github/Awesome-Hacking/pull/41,2018-10-07T23:29:11Z,2021-07-31T15:43:21Z,3,MERGED,1,0,1,60,24664.23611111111,2,7
4,README.md: header level should increment by 1,https://github.com/Hack-with-Github/Awesome-Hacking/pull/42,2018-10-15T22:53:28Z,2018-10-25T06:33:58Z,1,MERGED,4,4,1,41,223.675,0,2
5,Update README.md,https://github.com/Hack-with-Github/Awesome-Hacking/pull/45,2018-10-31T07:17:25Z,2018-11-07T12:06:14Z,1,MERGED,1,0,1,46,172.8136111111111,0,2
6,Added the awesome-serverless-security repo,https://github.com/Hack-with-Github/Awesome-Hacking/pull/48,2019-02-03T20:48:34Z,2019-02-09T09:00:42Z,1,MERGED,1,0,1,0,132.20222222222222,1,2
7,Add: hacker-roadmap awesome repository,https://github.com/Hack-with-Github/Awesome-Hacking/pull/50,2019-04-13T21:51:32Z,2019-04-26T03:31:38Z,1,MERGED,1,0,1,0,293.66833333333335,1,3
8,Fixed gray-hacker-resources broken link,https://github.com/Hack-with-Github/Awesome-Hacking/pull/52,2019-07-19T17:52:59Z,2019-07-31T16:43:23Z,1,MERGED,1,1,1,0,286.84,1,3
9,Added link to Awesome-Asset-Discovery,https://github.com/Hack-with-Github/Awesome-Hacking/pull/54,2019-10-02T10:46:16Z,2019-10-03T15:22:23Z,1,MERGED,1,0,1,95,28.601944444444445,0,2
10,Remove link to Malware Scripts due to 404,https://github.com/Hack-with-Github/Awesome-Hacking/pull/55,2019-10-02T10:57:24Z,2019-10-03T15:21:17Z,2,MERGED,0,1,1,63,28.398055555555555,0,4
1,feat(proton) initial packages for webview and binding-rust,https://github.com/tauri-apps/tauri/pull/2,2019-07-14T02:55:46Z,2019-07-14T12:47:29Z,4,MERGED,6486,8,72,123,9.861944444444445,1,2
2,fix(ffi) define struct,https://github.com/tauri-apps/tauri/pull/5,2019-07-20T09:50:37Z,2019-07-20T17:50:07Z,1,MERGED,2,1,1,1914,7.991666666666666,0,2
3,chore(merge) feature/bundle fork,https://github.com/tauri-apps/tauri/pull/6,2019-07-20T19:50:44Z,2019-07-20T21:42:08Z,1,MERGED,5062,32,29,1739,1.8566666666666667,0,2
4,feat(MSI bundler) Basic functionality. ,https://github.com/tauri-apps/tauri/pull/14,2019-08-07T22:42:56Z,2019-08-20T14:33:49Z,3,MERGED,1576,612,9,1440,303.84805555555556,4,3
5,chore(project) rename to tauri,https://github.com/tauri-apps/tauri/pull/15,2019-08-13T23:34:05Z,2019-08-14T11:24:09Z,1,MERGED,124,124,49,1488,11.834444444444445,0,2
6,feat(tauri) core template isolated,https://github.com/tauri-apps/tauri/pull/18,2019-08-16T02:51:53Z,2019-08-16T10:58:31Z,2,MERGED,234,175,8,1487,8.110555555555555,0,2
7,feat(tauri) initial work for the CLI,https://github.com/tauri-apps/tauri/pull/20,2019-08-18T21:49:47Z,2019-08-19T21:09:30Z,11,MERGED,1253,6,18,1487,23.328611111111112,1,2
8,fix(tauri) embedded-server edge case with config host,https://github.com/tauri-apps/tauri/pull/26,2019-08-22T01:25:07Z,2019-08-22T07:52:02Z,1,MERGED,43,21,6,2078,6.448611111111111,0,2
9,fix(tauri) event system init on windows fixed,https://github.com/tauri-apps/tauri/pull/29,2019-08-23T13:30:01Z,2019-08-23T14:39:42Z,3,MERGED,46,39,4,1487,1.1613888888888888,0,2
10,feat(ui) webview impl on separate files,https://github.com/tauri-apps/tauri/pull/32,2019-08-25T12:00:56Z,2019-09-12T19:37:40Z,2,MERGED,2119,2111,9,1579,439.6122222222222,2,3
11,feat(docs): purge for external documentation page,https://github.com/tauri-apps/tauri/pull/36,2019-09-14T17:04:31Z,2019-09-15T08:52:08Z,1,MERGED,1,11750,111,95,15.793611111111112,1,2
12,feat(bundler) appimage,https://github.com/tauri-apps/tauri/pull/37,2019-09-24T22:09:22Z,2019-11-26T20:16:21Z,1,MERGED,420,14,9,197,1510.1163888888889,1,2
13,Feat(bundler) dmg bundler,https://github.com/tauri-apps/tauri/pull/38,2019-09-25T17:10:33Z,2019-10-07T20:03:19Z,1,MERGED,228,0,6,185,290.87944444444446,0,3
14,Refactor(Tauri) Rust 2018,https://github.com/tauri-apps/tauri/pull/39,2019-09-25T17:32:09Z,2019-10-07T11:15:34Z,1,MERGED,3,14,7,226,281.7236111111111,3,3
15,Feature/edge(ui),https://github.com/tauri-apps/tauri/pull/40,2019-10-05T21:34:12Z,2019-10-07T18:42:26Z,1,MERGED,1205,0,2,1510,45.13722222222222,0,2
16,Github Actions CI Process - Build Rust,https://github.com/tauri-apps/tauri/pull/49,2019-10-31T13:55:06Z,2019-11-02T08:36:16Z,1,MERGED,72,0,1,1355,42.68611111111111,0,2
17,feat(icons): add and test icon generation for tauri,https://github.com/tauri-apps/tauri/pull/55,2019-11-17T16:03:17Z,2019-11-17T21:30:15Z,1,MERGED,2135,88,19,521,5.4494444444444445,0,2
1,Update README,https://github.com/microsoft/Web-Dev-For-Beginners/pull/4,2020-11-14T12:26:37Z,2020-11-14T16:55:58Z,1,MERGED,1,1,1,0,4.489166666666667,0,3
2,Update post-lecture-quiz.md,https://github.com/microsoft/Web-Dev-For-Beginners/pull/5,2020-11-14T13:10:14Z,2020-11-14T16:55:06Z,1,MERGED,1,1,1,0,3.747777777777778,0,2
3,Fix broken quiz links,https://github.com/microsoft/Web-Dev-For-Beginners/pull/8,2020-11-15T03:55:27Z,2020-11-15T14:11:04Z,1,MERGED,48,48,24,191,10.260277777777778,1,2
4,Fix broken image link in Introduction to GitHub,https://github.com/microsoft/Web-Dev-For-Beginners/pull/13,2020-11-15T10:40:38Z,2020-11-15T14:06:53Z,1,MERGED,1,1,1,186,3.4375,0,2
5,literlly nothing,https://github.com/microsoft/Web-Dev-For-Beginners/pull/15,2020-11-15T15:36:10Z,2020-11-15T17:17:30Z,1,MERGED,2,2,1,0,1.6888888888888889,1,2
6,"Major Fixes,",https://github.com/microsoft/Web-Dev-For-Beginners/pull/16,2020-11-15T17:57:06Z,2020-11-18T13:39:54Z,5,MERGED,5,3,1,24,67.71333333333334,4,2
7,Update pre-lecture-quiz.md,https://github.com/microsoft/Web-Dev-For-Beginners/pull/20,2020-11-16T00:36:25Z,2020-11-16T02:02:38Z,1,MERGED,1,1,1,54,1.4369444444444444,1,3
8,Removing Extra Spacing,https://github.com/microsoft/Web-Dev-For-Beginners/pull/22,2020-11-16T10:21:35Z,2020-11-16T12:40:09Z,1,MERGED,0,2,1,0,2.3094444444444444,1,2
9,Add Indonesian translations,https://github.com/microsoft/Web-Dev-For-Beginners/pull/27,2020-11-16T15:16:21Z,2020-11-16T17:56:32Z,2,MERGED,558,0,7,54,2.669722222222222,6,2
10,[WIP] Add korean translations,https://github.com/microsoft/Web-Dev-For-Beginners/pull/39,2020-11-17T13:04:11Z,2020-11-29T16:19:26Z,1,MERGED,5550,0,30,398,291.25416666666666,7,3
11,Added missing div tag,https://github.com/microsoft/Web-Dev-For-Beginners/pull/44,2020-11-17T16:26:09Z,2020-11-17T17:54:44Z,1,MERGED,4,3,2,78,1.476388888888889,2,2
12,Add indonesian translations (2-js-basics),https://github.com/microsoft/Web-Dev-For-Beginners/pull/53,2020-11-18T05:50:06Z,2020-12-31T14:44:48Z,1,MERGED,915,0,17,112,1040.9116666666666,5,5
13,Issue Solved- 08. Terrarium: Introduction to HTML ../images missing files #52,https://github.com/microsoft/Web-Dev-For-Beginners/pull/54,2020-11-18T06:02:16Z,2020-11-18T13:56:58Z,1,MERGED,1,1,17,295,7.911666666666667,3,2
14,Replace link to image folder,https://github.com/microsoft/Web-Dev-For-Beginners/pull/55,2020-11-18T07:40:56Z,2020-11-18T13:56:38Z,1,MERGED,1,1,1,13,6.261666666666667,1,3
15,Update pre-lecture-quiz.md,https://github.com/microsoft/Web-Dev-For-Beginners/pull/57,2020-11-18T08:07:29Z,2020-11-18T13:55:35Z,1,MERGED,2,2,1,36,5.801666666666667,0,2
16,Minor changes,https://github.com/microsoft/Web-Dev-For-Beginners/pull/59,2020-11-18T09:24:06Z,2020-11-19T06:32:59Z,1,MERGED,70,63,3,0,21.148055555555555,4,2
17,Translated 1-intro-to-programming-languages into Dutch,https://github.com/microsoft/Web-Dev-For-Beginners/pull/61,2020-11-18T11:20:11Z,2020-12-05T20:54:43Z,4,MERGED,193,0,1,82,417.5755555555556,2,3
18,js-basics: Fix setTimeout syntax,https://github.com/microsoft/Web-Dev-For-Beginners/pull/64,2020-11-18T15:11:51Z,2020-11-18T17:23:22Z,2,MERGED,5,5,1,0,2.1919444444444443,1,3
19,Added commands for staging a particular file and unstaging a file or multiple files,https://github.com/microsoft/Web-Dev-For-Beginners/pull/68,2020-11-19T08:04:29Z,2020-11-19T14:22:48Z,2,MERGED,27,2,1,83,6.3052777777777775,1,3
20,Update typo in game README.md,https://github.com/microsoft/Web-Dev-For-Beginners/pull/70,2020-11-19T14:16:55Z,2020-11-19T20:56:41Z,2,MERGED,2,2,1,46,6.6627777777777775,1,4
21,Add Japanese translation Lesson 01.,https://github.com/microsoft/Web-Dev-For-Beginners/pull/71,2020-11-20T11:41:55Z,2020-11-20T18:13:26Z,2,MERGED,287,0,3,0,6.525277777777778,3,3
22,Update making decisions README.md,https://github.com/microsoft/Web-Dev-For-Beginners/pull/72,2020-11-20T19:16:17Z,2020-11-21T14:32:51Z,1,MERGED,2,2,1,0,19.27611111111111,0,4
23,Small improvement of the german Readme.md,https://github.com/microsoft/Web-Dev-For-Beginners/pull/76,2020-11-21T20:03:05Z,2020-11-30T18:13:39Z,1,MERGED,1,1,1,116,214.1761111111111,2,3
24,Create German Readme.md translations,https://github.com/microsoft/Web-Dev-For-Beginners/pull/77,2020-11-21T20:22:58Z,2021-02-05T18:48:36Z,1,MERGED,50,0,2,390,1822.4272222222223,4,3
25,fix loadAsset function in 6-space-game/2-drawing-to-canvas/README.md,https://github.com/microsoft/Web-Dev-For-Beginners/pull/78,2020-11-21T23:55:48Z,2020-11-26T00:25:38Z,3,MERGED,2,2,1,409,96.49722222222222,2,3
26,Fix typo in readme ,https://github.com/microsoft/Web-Dev-For-Beginners/pull/80,2020-11-24T08:08:44Z,2020-11-24T14:23:08Z,1,MERGED,6,6,3,13,6.24,0,2
1,Fix Stackoverflow link,https://github.com/mtdvio/every-programmer-should-know/pull/23,2017-09-07T01:08:31Z,2017-09-07T15:57:54Z,1,MERGED,1,1,1,0,14.823055555555555,1,3
2,Add What Every Programmer Should Know About Memory,https://github.com/mtdvio/every-programmer-should-know/pull/37,2017-09-14T21:34:42Z,2017-09-16T16:16:12Z,1,MERGED,1,0,1,193,42.69166666666667,3,2
3,Update README.md,https://github.com/mtdvio/every-programmer-should-know/pull/51,2017-09-18T07:26:45Z,2017-09-18T12:36:35Z,1,MERGED,1,1,1,61,5.163888888888889,1,2
4,Slight typo in CONTRIBUTING.md,https://github.com/mtdvio/every-programmer-should-know/pull/67,2017-09-25T06:51:05Z,2017-09-28T11:47:04Z,1,MERGED,1,1,1,23,76.93305555555555,1,3
1,Add cuDNN support for convolutions,https://github.com/pytorch/pytorch/pull/36,2016-09-15T22:55:49Z,2016-09-27T21:55:04Z,22,MERGED,576,64,13,0,286.9875,7,5
2,"dataset/dataloader, multiprocess",https://github.com/pytorch/pytorch/pull/44,2016-09-21T01:26:33Z,2016-09-30T20:23:43Z,14,MERGED,246,108,5,198,234.95277777777778,0,5
3,Combine autograd.Leaf and autograd.Variable,https://github.com/pytorch/pytorch/pull/52,2016-09-25T19:39:12Z,2016-09-26T00:21:14Z,8,MERGED,77,81,8,568,4.700555555555556,0,3
4,Add data parallel functions to nn,https://github.com/pytorch/pytorch/pull/58,2016-09-27T00:04:06Z,2016-09-28T01:12:02Z,6,MERGED,0,0,0,64,25.13222222222222,0,4
5,fixing CPU builds by making cuda imports optional,https://github.com/pytorch/pytorch/pull/61,2016-09-28T04:14:03Z,2016-09-28T15:58:00Z,1,MERGED,39,24,7,51,11.7325,0,2
6,Add ffi utils for user C extensions,https://github.com/pytorch/pytorch/pull/62,2016-09-28T17:42:33Z,2016-09-29T16:36:16Z,1,MERGED,279,7,13,456,22.89527777777778,2,3
