Index,Título do PR,URL,Data de Criação,Data de Fechamento,Total de Revisões,Decisão da Revisão,Total de Adições,Total de Remoções,Total de Arquivos Alterados,Comprimento da Descrição,Tempo de Análise (horas),Total de Comentários,Total de Participantes
27,Adding Log Management & Analysis,https://github.com/kamranahmedse/developer-roadmap/pull/128,2017-04-18T20:35:33Z,2017-07-28T11:23:45Z,0,MERGED,2,2,2,260,2414.8033333333333,2,2
28,"""Knowlege"" rename to ""Knowledge"".",https://github.com/kamranahmedse/developer-roadmap/pull/151,2017-04-28T06:01:01Z,2017-07-28T11:14:32Z,0,MERGED,1,1,1,0,2189.2252777777776,1,2
29,added New Relic to Monitoring and Alerting,https://github.com/kamranahmedse/developer-roadmap/pull/154,2017-04-29T10:31:27Z,2017-07-28T11:06:58Z,0,MERGED,1,1,1,232,2160.5919444444444,1,2
30,added nose to Python -> Testing,https://github.com/kamranahmedse/developer-roadmap/pull/155,2017-04-29T10:40:20Z,2017-07-28T11:11:45Z,0,MERGED,1,1,1,103,2160.523611111111,2,2
31,add rollup in Module Loader/Bundler part,https://github.com/kamranahmedse/developer-roadmap/pull/157,2017-05-04T04:59:06Z,2017-07-28T11:01:19Z,0,MERGED,2,2,2,0,2046.0369444444445,1,2
32,Added Circle CI,https://github.com/kamranahmedse/developer-roadmap/pull/163,2017-05-15T23:05:52Z,2017-05-16T00:15:27Z,0,MERGED,1,1,1,0,1.1597222222222223,0,1
33,Added Circle CI under DevOps,https://github.com/kamranahmedse/developer-roadmap/pull/164,2017-05-16T00:26:00Z,2017-07-28T10:55:41Z,0,MERGED,2,2,2,0,1762.4947222222222,0,2
34,Tidying up wording of introductory map.,https://github.com/kamranahmedse/developer-roadmap/pull/165,2017-05-18T15:59:16Z,2017-07-28T10:48:49Z,0,MERGED,1,1,1,228,1698.8258333333333,1,2
35,messy code question,https://github.com/kamranahmedse/developer-roadmap/pull/175,2017-06-07T09:58:26Z,2017-06-07T18:06:08Z,0,MERGED,1,1,1,59,8.128333333333334,0,2
36,Added powerShell suggestion to DevOps chart,https://github.com/kamranahmedse/developer-roadmap/pull/179,2017-06-12T01:36:26Z,2018-01-05T07:25:49Z,0,MERGED,4,2,3,75,4973.823055555556,1,2
37,Add Munin under DevOps,https://github.com/kamranahmedse/developer-roadmap/pull/264,2017-07-13T02:41:52Z,2017-07-28T10:55:02Z,0,MERGED,2,2,2,0,368.21944444444443,0,2
38,Added Capistrano under DevOps,https://github.com/kamranahmedse/developer-roadmap/pull/272,2017-08-07T09:39:30Z,2017-08-14T08:01:22Z,0,MERGED,2,2,2,0,166.36444444444444,0,1
39,Added ASP.NET Core to .NET (C#) section,https://github.com/kamranahmedse/developer-roadmap/pull/277,2017-08-30T14:09:23Z,2017-11-30T04:21:17Z,0,MERGED,2,2,2,155,2198.1983333333333,1,3
40,"Chinese version of ""Web Developer Roadmap in 2017""",https://github.com/kamranahmedse/developer-roadmap/pull/281,2017-09-15T17:02:47Z,2018-01-05T07:28:51Z,0,MERGED,37,36,5,157,2678.4344444444446,1,2
41,Change Flask's color to '16770457',https://github.com/kamranahmedse/developer-roadmap/pull/292,2017-11-27T07:20:56Z,2017-11-28T04:21:37Z,0,MERGED,1,1,1,487,21.011388888888888,0,2
42,"Change gevent, aiohttp, tornado's color",https://github.com/kamranahmedse/developer-roadmap/pull/293,2017-11-28T09:29:44Z,2017-12-04T01:12:56Z,0,MERGED,1,1,1,894,135.72,0,1
43,Added Java roadmap into Backend.,https://github.com/kamranahmedse/developer-roadmap/pull/294,2017-11-29T20:51:58Z,2017-11-30T04:20:57Z,0,MERGED,6400,2,2,167,7.483055555555556,0,2
44,Added elm to frontend map,https://github.com/kamranahmedse/developer-roadmap/pull/304,2018-01-05T10:51:21Z,2020-01-04T07:26:09Z,0,MERGED,2,2,2,33,17492.58,2,3
45,"Add CircleCI, Packer, remove TeamCity, fix SaltStack.",https://github.com/kamranahmedse/developer-roadmap/pull/308,2018-01-05T17:09:47Z,2018-01-05T18:40:05Z,0,MERGED,3617,2,2,736,1.505,1,2
1,Add more disadvantages of REST,https://github.com/donnemartin/system-design-primer/pull/9,2017-03-09T10:22:26Z,2017-03-10T00:40:13Z,0,MERGED,2,0,1,0,14.296388888888888,4,3
2,Fix typo in Study Guide section,https://github.com/donnemartin/system-design-primer/pull/10,2017-03-09T10:50:34Z,2017-03-10T00:36:12Z,1,MERGED,2,2,1,78,13.760555555555555,1,2
3,Fix typo - lobsided -> lopsided,https://github.com/donnemartin/system-design-primer/pull/11,2017-03-09T14:21:29Z,2017-03-10T00:37:40Z,1,MERGED,1,1,1,0,10.269722222222223,1,2
4,Add Dyn DDoS attack link,https://github.com/donnemartin/system-design-primer/pull/13,2017-03-10T04:30:56Z,2017-03-11T02:07:51Z,1,MERGED,1,1,1,4,21.615277777777777,1,2
5,Fix multiple typos,https://github.com/donnemartin/system-design-primer/pull/14,2017-03-10T07:53:56Z,2017-03-11T02:06:35Z,1,MERGED,8,8,1,0,18.210833333333333,1,3
6,Add trivago Techblog,https://github.com/donnemartin/system-design-primer/pull/18,2017-03-11T19:34:19Z,2017-03-12T22:17:14Z,0,MERGED,1,0,1,0,26.71527777777778,3,2
7,Fix #6: Migrate links from exercises/solutions to use internal links,https://github.com/donnemartin/system-design-primer/pull/23,2017-03-16T22:49:05Z,2017-03-19T19:23:03Z,1,MERGED,35,35,8,225,68.56611111111111,2,2
8,"Delete duplicate word ""does"" in design exercises",https://github.com/donnemartin/system-design-primer/pull/24,2017-03-18T04:17:42Z,2017-03-18T15:37:17Z,1,MERGED,3,3,3,0,11.32638888888889,1,2
9,Fix typo JSS -> JS,https://github.com/donnemartin/system-design-primer/pull/25,2017-03-18T16:45:40Z,2017-03-19T19:24:13Z,1,MERGED,1,1,1,35,26.6425,1,2
10,Declare variable key in the get_user example,https://github.com/donnemartin/system-design-primer/pull/26,2017-03-19T22:54:10Z,2017-03-21T11:39:11Z,1,MERGED,1,0,1,221,36.750277777777775,1,2
11,Fix typo,https://github.com/donnemartin/system-design-primer/pull/29,2017-03-22T16:44:21Z,2017-03-23T02:53:16Z,2,MERGED,1,1,1,0,10.14861111111111,1,3
12,Fix typos,https://github.com/donnemartin/system-design-primer/pull/33,2017-03-23T22:30:10Z,2017-03-24T02:42:03Z,1,MERGED,2,2,1,0,4.198055555555555,1,2
13,change the service discovery documenation example to use consul/etcd,https://github.com/donnemartin/system-design-primer/pull/34,2017-03-24T11:32:50Z,2017-03-26T17:02:10Z,2,MERGED,4,1,1,84,53.48888888888889,4,3
14,Explain difference between PUT & PATCH,https://github.com/donnemartin/system-design-primer/pull/35,2017-03-25T22:50:04Z,2017-03-29T10:19:15Z,1,MERGED,2,0,1,246,83.48638888888888,2,2
15,"Update service discovery section to include consul, etcd, and additional details",https://github.com/donnemartin/system-design-primer/pull/36,2017-03-26T16:58:09Z,2017-03-28T11:45:13Z,3,MERGED,1,1,1,0,42.784444444444446,1,5
16,Change AP wording for clarity,https://github.com/donnemartin/system-design-primer/pull/50,2017-04-04T08:27:14Z,2017-04-04T09:56:39Z,1,MERGED,1,1,1,291,1.4902777777777778,1,2
17,"Fix ""Coding deck"" link typo",https://github.com/donnemartin/system-design-primer/pull/59,2017-04-12T18:48:46Z,2017-04-14T01:04:39Z,0,MERGED,1,1,1,0,30.264722222222222,1,2
18,Simplified Chinese translation v1.0,https://github.com/donnemartin/system-design-primer/pull/60,2017-04-14T03:09:31Z,2017-04-15T07:59:20Z,0,MERGED,1797,0,1,232,28.830277777777777,3,7
19,zh-cn: Add Simplified Chinese translation v1.0,https://github.com/donnemartin/system-design-primer/pull/62,2017-04-15T07:44:20Z,2017-04-15T13:32:32Z,1,MERGED,1797,0,1,122,5.803333333333334,4,2
20,zh-cn: Rename README-zh-Hant.md to README-zh-Hans.md,https://github.com/donnemartin/system-design-primer/pull/64,2017-04-16T03:17:12Z,2017-04-16T21:49:16Z,1,MERGED,0,0,1,90,18.534444444444443,2,2
21,Fix asynchronism link in mint README,https://github.com/donnemartin/system-design-primer/pull/69,2017-04-22T00:06:53Z,2017-05-16T04:10:52Z,2,MERGED,1,1,1,0,580.0663888888889,1,3
22,zh-Hans: Change misleading translation,https://github.com/donnemartin/system-design-primer/pull/70,2017-04-22T00:18:56Z,2018-04-09T00:32:18Z,0,MERGED,2,2,1,59,8448.222777777777,4,3
23,Fix lowercase typo in Layer 7 load balancing title,https://github.com/donnemartin/system-design-primer/pull/74,2017-05-02T19:28:31Z,2017-05-16T04:17:24Z,1,MERGED,1,1,1,54,320.8147222222222,1,2
24,Fix typo,https://github.com/donnemartin/system-design-primer/pull/75,2017-05-09T13:31:23Z,2017-05-27T00:32:45Z,1,MERGED,1,1,1,0,419.0227777777778,1,2
25,Add license disclaimer,https://github.com/donnemartin/system-design-primer/pull/78,2017-05-18T08:42:10Z,2017-05-27T00:34:53Z,1,MERGED,10,0,2,140,207.8786111111111,0,2
26,Fix #79: Inaccuracy in Twitter timeline and search example,https://github.com/donnemartin/system-design-primer/pull/81,2017-05-25T01:47:16Z,2017-05-27T00:31:32Z,1,MERGED,1,1,1,0,46.73777777777778,1,2
1,#30 finish the sentence,https://github.com/996icu/996.ICU/pull/31,2019-03-26T15:30:40Z,2019-03-27T01:35:27Z,0,MERGED,1,1,1,8,10.079722222222221,0,2
2,"Update README.md (Add <kbd> tag for ""F"")",https://github.com/996icu/996.ICU/pull/32,2019-03-26T18:03:25Z,2019-03-27T01:35:12Z,0,MERGED,1,1,1,195,7.529722222222222,0,2
3,"Add the legal provisions, 😀",https://github.com/996icu/996.ICU/pull/110,2019-03-27T06:21:02Z,2019-03-27T08:04:40Z,1,MERGED,13,4,1,0,1.7272222222222222,2,4
4,en_US,https://github.com/996icu/996.ICU/pull/242,2019-03-27T07:07:12Z,2019-03-28T02:53:55Z,2,MERGED,16,0,1,19,19.77861111111111,2,4
5,Update zh_CN.md,https://github.com/996icu/996.ICU/pull/276,2019-03-27T07:19:08Z,2019-03-27T15:50:51Z,0,MERGED,1,0,1,54,8.528611111111111,0,2
6,Update README.md,https://github.com/996icu/996.ICU/pull/282,2019-03-27T07:20:42Z,2019-03-27T15:50:09Z,0,MERGED,4,0,1,7,8.490833333333333,0,2
7,添加了国际五一劳动节的历史渊源，以及国际歌歌词,https://github.com/996icu/996.ICU/pull/324,2019-03-27T07:35:37Z,2019-03-27T15:47:19Z,1,MERGED,78,0,1,23,8.195,4,6
8,Create 加班公司名单,https://github.com/996icu/996.ICU/pull/605,2019-03-27T09:08:15Z,2019-03-28T02:53:22Z,1,MERGED,1,0,1,0,17.751944444444444,6,8
9,blacklist and template,https://github.com/996icu/996.ICU/pull/693,2019-03-27T09:34:09Z,2019-03-28T02:35:14Z,2,MERGED,15,0,1,43,17.018055555555556,0,3
10,add youzan CEO's response to 996,https://github.com/996icu/996.ICU/pull/761,2019-03-27T09:51:27Z,2019-03-27T14:25:09Z,0,MERGED,1,1,1,3,4.5616666666666665,2,2
11,Update zh_CN.md,https://github.com/996icu/996.ICU/pull/765,2019-03-27T09:52:08Z,2019-03-28T02:34:41Z,0,MERGED,1,1,1,0,16.70916666666667,0,2
12,当前已知的公司名单,https://github.com/996icu/996.ICU/pull/857,2019-03-27T10:12:11Z,2019-03-28T02:35:36Z,2,MERGED,4,0,1,0,16.39027777777778,7,11
13,一站式劳动法学习网站,https://github.com/996icu/996.ICU/pull/868,2019-03-27T10:14:26Z,2019-03-28T02:34:26Z,0,MERGED,506,3,3,17,16.333333333333332,2,4
14,fix grammar error,https://github.com/996icu/996.ICU/pull/877,2019-03-27T10:18:17Z,2019-03-27T12:30:13Z,1,MERGED,1,1,1,17,2.198888888888889,0,3
15,fix grammer issue in English version,https://github.com/996icu/996.ICU/pull/932,2019-03-27T10:43:35Z,2019-03-27T14:23:02Z,1,MERGED,1,1,1,17,3.6575,0,2
16,Update zh_CN.md,https://github.com/996icu/996.ICU/pull/941,2019-03-27T10:47:56Z,2019-03-28T02:36:11Z,0,MERGED,26,12,1,39,15.804166666666667,1,3
17,translate “工作 996，生病 ICU” to english version.,https://github.com/996icu/996.ICU/pull/992,2019-03-27T11:06:59Z,2019-03-28T02:43:08Z,7,MERGED,3,0,1,91,15.6025,27,31
18,Create es_MX.md,https://github.com/996icu/996.ICU/pull/1031,2019-03-27T11:22:51Z,2019-03-27T12:32:35Z,0,MERGED,24,0,1,0,1.1622222222222223,3,3
19,change-expression,https://github.com/996icu/996.ICU/pull/1032,2019-03-27T11:23:24Z,2019-03-27T12:36:24Z,0,MERGED,1,1,1,34,1.2166666666666666,0,2
20,add more laws form zh_CN.md,https://github.com/996icu/996.ICU/pull/1371,2019-03-27T12:43:49Z,2019-03-27T14:30:11Z,0,MERGED,13,3,1,0,1.7727777777777778,0,1
21,add theme music,https://github.com/996icu/996.ICU/pull/1468,2019-03-27T13:10:43Z,2019-03-27T15:49:04Z,0,MERGED,0,0,1,30,2.6391666666666667,2,3
22,we need a 965 company list!,https://github.com/996icu/996.ICU/pull/1491,2019-03-27T13:20:52Z,2019-03-28T02:53:03Z,0,MERGED,1,0,1,15,13.536388888888888,4,6
23,update en_US.md: add more laws form zh_CN.md,https://github.com/996icu/996.ICU/pull/1600,2019-03-27T14:34:42Z,2019-03-28T02:56:42Z,0,MERGED,18,3,1,30,12.366666666666667,0,2
24,曝光996公司及部门，欢迎曝光和投票,https://github.com/996icu/996.ICU/pull/1644,2019-03-27T15:14:41Z,2019-03-28T08:05:51Z,1,MERGED,5,0,1,367,16.852777777777778,114,106
25,Add PS,https://github.com/996icu/996.ICU/pull/1695,2019-03-27T16:11:31Z,2019-03-28T02:58:18Z,0,MERGED,43,1,1,61,10.779722222222222,1,4
26,update fr_FR version,https://github.com/996icu/996.ICU/pull/1726,2019-03-27T17:37:43Z,2019-03-28T00:45:17Z,0,MERGED,27,0,1,0,7.126111111111111,0,2
27,create fr_FR.md,https://github.com/996icu/996.ICU/pull/1727,2019-03-27T17:37:48Z,2019-03-28T02:58:40Z,0,MERGED,27,0,1,18,9.347777777777777,0,2
28,add survey,https://github.com/996icu/996.ICU/pull/1731,2019-03-27T17:56:50Z,2019-03-28T03:00:12Z,0,MERGED,4,0,1,328,9.056111111111111,2,2
29,fr_FR,https://github.com/996icu/996.ICU/pull/1733,2019-03-27T18:01:15Z,2019-03-28T02:59:45Z,0,MERGED,62,0,1,0,8.975,2,2
30,Update zh_CN.md,https://github.com/996icu/996.ICU/pull/1735,2019-03-27T18:04:59Z,2019-03-28T03:00:38Z,0,MERGED,4,0,1,0,8.9275,0,2
31,fix english translation,https://github.com/996icu/996.ICU/pull/1739,2019-03-27T18:29:15Z,2019-03-28T00:45:44Z,2,MERGED,8,7,1,23,6.2747222222222225,1,3
32,added it_IT.md,https://github.com/996icu/996.ICU/pull/1741,2019-03-27T18:38:25Z,2019-03-28T00:42:49Z,0,MERGED,28,0,1,30,6.073333333333333,0,2
33,add de_DE.md,https://github.com/996icu/996.ICU/pull/1744,2019-03-27T19:42:50Z,2019-03-28T00:42:27Z,0,MERGED,27,0,1,22,4.993611111111111,0,2
34,update zh_CN.md to add Article 96 of Labor Law,https://github.com/996icu/996.ICU/pull/1760,2019-03-27T23:55:47Z,2019-03-28T03:01:03Z,0,MERGED,5,0,1,0,3.0877777777777777,0,2
35,update stargazers over time,https://github.com/996icu/996.ICU/pull/1761,2019-03-27T23:56:04Z,2019-03-28T03:01:24Z,0,MERGED,4,0,1,0,3.088888888888889,0,2
36,Proofread the french translation,https://github.com/996icu/996.ICU/pull/1959,2019-03-28T01:12:21Z,2019-03-28T02:33:18Z,0,MERGED,5,5,1,0,1.3491666666666666,0,2
37,French grammar & biaodianfuhao correction,https://github.com/996icu/996.ICU/pull/2114,2019-03-28T01:26:59Z,2019-03-28T02:32:34Z,0,MERGED,12,9,1,49,1.0930555555555554,0,2
1,Run each test in its own <iframe>,https://github.com/facebook/react/pull/1,2013-05-29T20:20:53Z,2013-06-03T17:58:02Z,0,MERGED,241,79,24,498,117.61916666666667,4,3
2,Fix react-tools module,https://github.com/facebook/react/pull/11,2013-05-30T04:23:33Z,2013-05-30T12:14:18Z,0,MERGED,2,2,2,155,7.845833333333333,0,2
3,add a link to my tutorial repo,https://github.com/facebook/react/pull/13,2013-05-30T05:42:15Z,2013-05-30T11:39:43Z,0,MERGED,4,0,1,0,5.957777777777777,0,1
4,Docs updates per community response,https://github.com/facebook/react/pull/14,2013-05-30T08:17:18Z,2013-05-30T11:42:50Z,0,MERGED,34,14,4,207,3.4255555555555555,2,3
5,Added responsive styles,https://github.com/facebook/react/pull/15,2013-05-30T10:56:00Z,2013-05-30T18:25:22Z,0,MERGED,1875,1748,18,120,7.489444444444445,5,2
6,Docs/Tutorial: Highlighting the correct line,https://github.com/facebook/react/pull/17,2013-05-30T14:38:13Z,2013-05-30T17:32:44Z,0,MERGED,1,1,1,0,2.908611111111111,1,2
7,"Some help little fixes ... remember ""Right Resource Management""",https://github.com/facebook/react/pull/18,2013-05-30T14:44:37Z,2013-10-09T19:50:29Z,0,MERGED,18,6,1,223,3173.097777777778,5,4
8,Docs/Tutorial: Introducing a submit button in the comment form,https://github.com/facebook/react/pull/19,2013-05-30T14:59:35Z,2013-05-30T18:15:42Z,0,MERGED,5,2,1,337,3.268611111111111,2,3
9,Provide `grunt npm:test` for verifying NPM package functionality,https://github.com/facebook/react/pull/20,2013-05-30T15:05:48Z,2013-05-31T14:39:43Z,0,MERGED,109,0,4,379,23.565277777777776,0,2
10,[docs] Revise marketing copy around JSX.,https://github.com/facebook/react/pull/22,2013-05-30T16:49:03Z,2013-05-30T18:09:48Z,0,MERGED,33,33,4,61,1.3458333333333334,0,3
11,Add a JSX Compiler tool.,https://github.com/facebook/react/pull/23,2013-05-30T16:49:39Z,2013-05-30T18:41:25Z,0,MERGED,82,11,7,185,1.8627777777777779,1,3
12,Added responsive styles (redux),https://github.com/facebook/react/pull/25,2013-05-30T18:32:00Z,2013-07-17T20:41:33Z,0,MERGED,18809,29,10,120,1154.1591666666666,3,3
13,JSX Transformer / DisplayName Visitor: Multiple declarations with one `var` statement,https://github.com/facebook/react/pull/27,2013-05-30T19:05:16Z,2013-05-31T05:25:53Z,0,MERGED,15,19,1,864,10.34361111111111,9,3
14,JSFiddle integration,https://github.com/facebook/react/pull/30,2013-05-30T22:36:49Z,2013-06-01T03:16:34Z,0,MERGED,10,0,1,274,28.6625,18,4
15,Change TodoMVC to not modify state in place,https://github.com/facebook/react/pull/31,2013-05-31T00:46:06Z,2013-05-31T05:20:00Z,0,MERGED,3,3,1,115,4.565,4,4
16,Add new onInput event,https://github.com/facebook/react/pull/32,2013-05-31T01:23:31Z,2013-06-05T21:57:27Z,0,MERGED,12,3,5,499,140.56555555555556,8,6
17,Update stale event docs in tutorial,https://github.com/facebook/react/pull/33,2013-05-31T01:25:44Z,2013-05-31T16:52:21Z,0,MERGED,7,3,1,72,15.44361111111111,2,3
18,Ship CJS modules instead of browserified build,https://github.com/facebook/react/pull/34,2013-05-31T18:11:01Z,2013-05-31T22:42:01Z,0,MERGED,4,4,2,816,4.516666666666667,0,2
19,Adding base JSFiddle to README,https://github.com/facebook/react/pull/35,2013-06-01T03:19:31Z,2013-06-03T00:38:39Z,0,MERGED,2,0,1,0,45.318888888888885,3,4
20,Fix live_editor.js usage of class=,https://github.com/facebook/react/pull/36,2013-06-01T03:58:03Z,2013-06-01T13:37:56Z,0,MERGED,2,2,1,198,9.664722222222222,0,2
21,Add attributes used in input[type=range],https://github.com/facebook/react/pull/38,2013-06-02T01:21:44Z,2013-06-03T17:19:20Z,0,MERGED,3,0,1,100,39.96,4,3
22,Consistently use autoBind on homepage examples,https://github.com/facebook/react/pull/41,2013-06-02T19:16:46Z,2013-06-03T19:53:28Z,0,MERGED,6,6,1,115,24.611666666666668,1,2
23,Blog article for JSFiddle Integration ,https://github.com/facebook/react/pull/42,2013-06-02T22:54:28Z,2013-06-03T17:44:25Z,0,MERGED,54,6,7,99,18.8325,2,4
24,Add JSFiddle to the getting started section,https://github.com/facebook/react/pull/43,2013-06-02T23:59:44Z,2013-06-03T21:26:34Z,0,MERGED,10,2,1,99,21.447222222222223,0,2
25,"Installation section was out of date, redirecting to Getting Started",https://github.com/facebook/react/pull/45,2013-06-03T00:28:33Z,2013-06-12T23:15:25Z,0,MERGED,1,16,1,276,238.7811111111111,1,2
26,"Add ""Why React""",https://github.com/facebook/react/pull/48,2013-06-03T18:02:57Z,2013-06-03T19:46:51Z,0,MERGED,125,0,1,165,1.7316666666666667,3,4
27,[docs] Add RSS feed.xml for blog posts,https://github.com/facebook/react/pull/49,2013-06-03T18:11:27Z,2013-06-03T21:12:56Z,0,MERGED,24,0,3,122,3.024722222222222,0,2
28,"Revise ""Why React"" content.",https://github.com/facebook/react/pull/53,2013-06-03T21:56:11Z,2013-06-04T04:12:51Z,0,MERGED,76,94,1,56,6.277777777777778,8,4
29,Expanded the blog post,https://github.com/facebook/react/pull/54,2013-06-04T07:40:57Z,2013-06-04T19:58:58Z,0,MERGED,58,26,1,65,12.300277777777778,1,2
30,Example demonstrating how to use React with RequireJS,https://github.com/facebook/react/pull/57,2013-06-04T20:50:12Z,2013-12-20T01:42:23Z,0,MERGED,82,0,5,392,4756.869722222223,15,6
31,Make unmountAndReleaseReactRootNode not throw,https://github.com/facebook/react/pull/58,2013-06-04T21:38:25Z,2013-06-05T22:00:03Z,0,MERGED,8,4,1,190,24.360555555555557,1,3
32,getDOMNodeID: Don't return .id on random objects,https://github.com/facebook/react/pull/61,2013-06-05T02:26:49Z,2013-06-14T18:27:46Z,0,MERGED,4,3,1,324,232.01583333333335,2,2
33,"Put target on synthetic event, leave native alone",https://github.com/facebook/react/pull/62,2013-06-05T06:47:29Z,2013-06-06T22:06:10Z,0,MERGED,107,87,13,439,39.31138888888889,3,3
34,Style tweaks,https://github.com/facebook/react/pull/63,2013-06-05T10:34:00Z,2013-07-11T07:35:09Z,0,MERGED,107,81,9,102,861.0191666666667,12,5
1,Added wand lib to Imagery list,https://github.com/vinta/awesome-python/pull/1,2014-06-30T02:22:27Z,2014-06-30T04:12:56Z,0,MERGED,2,1,1,0,1.841388888888889,0,2
2,Add Beaker under caching libraries in the README.md,https://github.com/vinta/awesome-python/pull/4,2014-06-30T14:27:44Z,2014-06-30T15:41:19Z,0,MERGED,2,1,1,41,1.226388888888889,0,2
3,Added Anti-spam Libraries,https://github.com/vinta/awesome-python/pull/5,2014-06-30T14:34:27Z,2014-06-30T15:41:31Z,0,MERGED,2,1,1,0,1.1177777777777778,0,2
4,Additions to Third-party APIs,https://github.com/vinta/awesome-python/pull/6,2014-06-30T14:46:22Z,2014-06-30T16:45:51Z,0,MERGED,5,2,1,0,1.9913888888888889,0,2
5,Melignus high performance,https://github.com/vinta/awesome-python/pull/11,2014-06-30T18:05:24Z,2014-07-01T03:19:01Z,0,MERGED,7,0,1,55,9.226944444444445,1,3
6,Added entries on Docs and Web Frameworks,https://github.com/vinta/awesome-python/pull/12,2014-06-30T18:08:04Z,2014-07-01T03:26:07Z,0,MERGED,16,11,1,37,9.300833333333333,0,2
7,Adding MkDocs in Documentation section.,https://github.com/vinta/awesome-python/pull/13,2014-06-30T19:59:25Z,2014-07-01T03:29:54Z,0,MERGED,1,0,1,88,7.508055555555556,0,2
8,Adding Unipath and Name Parser to the list,https://github.com/vinta/awesome-python/pull/15,2014-06-30T23:22:55Z,2014-07-01T03:30:49Z,0,MERGED,2,0,1,0,4.131666666666667,0,2
9,Adding PonyORM to ORM section,https://github.com/vinta/awesome-python/pull/16,2014-07-01T01:56:55Z,2014-07-01T03:30:58Z,0,MERGED,1,0,1,17,1.5675,0,2
10,add you-get and coursera on video,https://github.com/vinta/awesome-python/pull/17,2014-07-01T04:08:12Z,2014-07-01T13:36:27Z,0,MERGED,4,0,1,0,9.470833333333333,0,2
11,add rapportive.py API interface.,https://github.com/vinta/awesome-python/pull/18,2014-07-01T05:05:10Z,2016-12-13T17:31:01Z,0,MERGED,1,0,1,50,21516.430833333332,0,2
12,added fuckit and tkinter ,https://github.com/vinta/awesome-python/pull/19,2014-07-01T07:16:55Z,2014-07-01T13:55:35Z,0,MERGED,5,1,1,39,6.644444444444445,0,2
13,Added rainbowstream to Command-line Tools section,https://github.com/vinta/awesome-python/pull/20,2014-07-01T07:49:54Z,2014-07-05T15:56:59Z,0,MERGED,10,0,1,0,104.11805555555556,0,1
14,Add mamba & doublex,https://github.com/vinta/awesome-python/pull/21,2014-07-01T08:42:16Z,2014-07-01T13:59:08Z,0,MERGED,2,0,1,0,5.2811111111111115,0,2
15,added a bunch of stuff,https://github.com/vinta/awesome-python/pull/22,2014-07-01T10:51:09Z,2014-07-01T14:50:27Z,0,MERGED,13,0,1,0,3.9883333333333333,0,2
16,Added entries on Template Engine,https://github.com/vinta/awesome-python/pull/23,2014-07-01T13:01:19Z,2014-07-01T14:50:27Z,0,MERGED,3,0,1,43,1.818888888888889,4,3
17,Add pyshorteners on URL Manipulation section,https://github.com/vinta/awesome-python/pull/27,2014-07-01T16:21:24Z,2014-07-01T18:40:50Z,0,MERGED,1,0,1,0,2.323888888888889,0,2
18,added scikit-image and scikit-video,https://github.com/vinta/awesome-python/pull/28,2014-07-01T18:38:56Z,2014-07-03T07:44:58Z,0,MERGED,2,0,1,154,37.10055555555556,2,2
19,"Added ""Build Tools"" section",https://github.com/vinta/awesome-python/pull/29,2014-07-01T18:59:58Z,2014-07-02T13:20:59Z,0,MERGED,10,2,1,37,18.350277777777777,1,2
20,add huey and mrq,https://github.com/vinta/awesome-python/pull/30,2014-07-01T20:00:33Z,2014-07-02T01:51:36Z,0,MERGED,2,0,1,0,5.850833333333333,0,2
21,Add webassets,https://github.com/vinta/awesome-python/pull/31,2014-07-01T21:20:44Z,2014-07-02T01:53:32Z,0,MERGED,1,0,1,122,4.546666666666667,0,2
22,Fix typo,https://github.com/vinta/awesome-python/pull/32,2014-07-01T21:36:47Z,2014-07-02T01:54:06Z,0,MERGED,1,1,1,0,4.288611111111111,1,2
23,Update README.md: Add pathlib,https://github.com/vinta/awesome-python/pull/33,2014-07-01T21:39:30Z,2014-07-02T01:54:58Z,0,MERGED,1,0,1,0,4.257777777777778,1,2
24,Update README.md: Add cornice REST framework,https://github.com/vinta/awesome-python/pull/34,2014-07-01T21:41:15Z,2014-07-02T01:55:08Z,0,MERGED,1,0,1,0,4.231388888888889,1,2
25,"Update README.md: Add fanstatic, file conveyer, and webassets",https://github.com/vinta/awesome-python/pull/35,2014-07-01T21:47:36Z,2014-07-02T02:08:52Z,0,MERGED,3,0,1,0,4.354444444444445,0,2
26,Added Marrow Mailer package reference.,https://github.com/vinta/awesome-python/pull/36,2014-07-01T22:31:03Z,2014-07-02T01:55:24Z,0,MERGED,1,0,1,0,3.4058333333333333,0,2
27,Included deform and dogpile cache,https://github.com/vinta/awesome-python/pull/37,2014-07-02T06:28:34Z,2014-07-02T13:21:46Z,0,MERGED,2,0,1,0,6.886666666666667,0,2
28,Mistune and OAuthLib,https://github.com/vinta/awesome-python/pull/39,2014-07-02T06:50:21Z,2014-07-02T13:22:01Z,0,MERGED,3,0,1,87,6.527777777777778,0,2
29,Added django-allauth to authentication section,https://github.com/vinta/awesome-python/pull/40,2014-07-02T07:19:02Z,2014-07-02T13:31:08Z,0,MERGED,1,0,1,0,6.201666666666667,0,2
30,Added Plotly,https://github.com/vinta/awesome-python/pull/41,2014-07-02T07:53:06Z,2014-07-02T13:23:05Z,0,MERGED,1,0,1,67,5.499722222222222,2,3
31,Add Contexts test framework to list,https://github.com/vinta/awesome-python/pull/42,2014-07-02T08:43:01Z,2014-07-02T13:23:26Z,0,MERGED,1,0,1,123,4.673611111111111,0,2
